session_id,turn,start,ttft_ms,total_ms,output_chars,output_tokens,status,backend
7,0,2558429.478589,185.82178466022015,3017.8,278,44,200,
4,0,2558430.273661,183.08777641505003,2645.5,239,39,200,
24,0,2558429.931639,198.6926980316639,3840.2,307,53,200,
14,0,2558430.280269,176.16503406316042,4754.0,356,61,200,
2,0,2558429.314394,280.21690575405955,5966.7,445,75,200,
18,0,2558429.942614,187.13017599657178,5794.8,406,71,200,
22,0,2558429.197320,189.6556061692536,6794.9,520,83,200,
23,0,2558430.163901,237.89410712197423,6074.1,458,72,200,
6,0,2558430.709633,179.37641218304634,5963.1,445,69,200,
5,0,2558430.467216,218.9826569519937,6371.1,399,73,200,
17,0,2558430.949996,4330.053536221385,7351.2,158,28,200,
29,0,2558430.770258,1891.836719121784,8363.4,423,64,200,
23,1,2558430.897435,2184.70427300781,8578.1,411,61,200,
10,0,2558431.220278,4770.666426047683,10381.3,300,55,200,
15,0,2558431.316996,4920.103777199984,10583.1,321,57,200,
24,1,2558431.340275,5145.405740942806,10995.7,364,62,200,
3,0,2558431.526171,5573.27378494665,10935.5,331,58,200,
22,1,2558430.919977,3121.6323827393353,11684.7,537,87,200,
4,1,2558431.102229,4430.54941482842,11502.6,394,73,200,
14,1,2558431.380473,5626.365690957755,12816.8,433,78,200,
2,1,2558431.560567,6993.88575181365,13165.5,391,67,200,
13,0,2558431.804848,7922.837638761848,13073.5,317,57,200,
27,0,2558432.434594,10323.289322201163,13168.5,169,28,200,
20,0,2558432.110913,9672.67279420048,14684.4,321,54,200,
31,0,2558432.142451,9904.380205087364,15379.3,379,57,200,
25,0,2558431.765246,7619.562613777816,16289.5,504,91,200,
29,1,2558432.206451,10339.842190034688,16395.5,373,60,200,
16,0,2558432.261944,10495.85583480075,16831.2,372,63,200,
5,1,2558432.868221,12261.56813511625,17040.8,295,53,200,
7,1,2558433.044901,12834.82525171712,16959.5,299,47,200,
8,0,2558432.226386,10377.570379991084,17871.3,463,80,200,
25,1,2558432.720579,11722.457537893206,17849.2,394,69,200,
24,2,2558433.378368,14931.310549844056,18397.0,322,53,200,
10,1,2558433.066837,13974.338883999735,18854.9,415,67,200,
29,2,2558433.438812,15410.174299962819,18484.2,294,50,200,
8,1,2558432.777652,12258.262853138149,19474.5,569,92,200,
7,2,2558433.677405,16416.455664671957,19115.6,257,44,200,
27,1,2558433.263891,14508.070108946413,20438.0,570,88,200,
17,1,2558433.821386,16364.852332044393,20256.8,409,64,200,
0,0,2558433.533741,15707.458281889558,20547.0,479,78,200,
27,2,2558434.020803,16740.81148719415,20992.1,465,71,200,
19,0,2558435.220376,17724.673219025135,20297.1,264,43,200,
21,0,2558434.005274,16236.05255689472,21926.3,468,93,200,
0,1,2558434.042795,17877.3065879941,22153.4,404,68,200,
11,0,2558434.874794,17203.49047984928,21689.3,461,72,200,
6,1,2558434.964034,17429.3592418544,22140.2,378,75,200,
16,1,2558434.428201,17650.427218992263,22877.4,468,83,200,
12,0,2558435.451646,18406.960960943252,22120.6,322,59,200,
10,2,2558435.472825,18746.315598953515,22242.5,320,55,200,
0,2,2558435.571269,18647.008823230863,22290.4,330,57,200,
31,1,2558435.685945,19471.86617506668,23597.2,372,65,200,
23,2,2558435.688825,19995.52270397544,23929.6,391,62,200,
30,0,2558436.494895,21217.982930131257,24013.9,262,46,200,
15,1,2558435.988522,20347.551153041422,25208.2,449,78,200,
31,2,2558436.264546,20983.57676807791,25181.3,443,68,200,
27,3,2558436.901088,21107.504547107965,24700.2,395,59,200,
10,3,2558436.862358,20996.2015748024,25161.7,386,68,200,
19,1,2558435.953293,20126.896229106933,26380.8,450,100,200,
12,1,2558437.319623,22125.3555980511,25337.7,313,52,200,
5,2,2558436.252473,20465.07712872699,26541.0,515,96,200,
8,2,2558436.477324,20974.714532960206,27453.6,637,103,200,
25,2,2558437.477068,22289.202199783176,26826.5,387,72,200,
1,0,2558438.241889,23504.90034976974,26153.8,257,41,200,
14,2,2558438.232579,23365.886743180454,26314.5,258,45,200,
28,0,2558438.216288,23119.359044358134,27116.2,413,62,200,
3,1,2558438.475909,24416.288902051747,27641.8,320,52,200,
23,3,2558438.144043,22557.947606779635,28182.5,548,88,200,
