session_id,turn,start,ttft_ms,total_ms,output_chars,output_tokens,status,backend
22,0,2557916.031935,167.82027203589678,4354.0,429,69,200,
2,0,2557916.957951,247.46929528191686,4164.5,381,64,200,
7,0,2557918.267150,229.62171910330653,4300.8,435,67,200,
24,0,2557921.883845,260.34596702083945,3146.5,327,49,200,
18,0,2557921.966513,241.70337617397308,3664.8,355,59,200,
23,0,2557923.736046,182.0886330679059,3076.3,304,49,200,
4,0,2557924.598118,215.06062895059586,2842.2,261,45,200,
14,0,2557924.645979,167.62266075238585,3728.5,329,60,200,
5,0,2557926.129729,231.02545319125056,4718.9,362,72,200,
6,0,2557928.063691,254.9250260926783,3071.7,290,45,200,
23,1,2557929.553861,232.97784198075533,2350.4,202,33,200,
29,0,2557928.542802,212.3521459288895,4194.9,372,63,200,
17,0,2557929.967911,210.82066325470805,4178.5,368,61,200,
4,1,2557931.179148,173.24596224352717,3280.2,292,47,200,
22,1,2557929.732292,214.91091279312968,5057.6,451,74,200,
24,1,2557933.062626,294.8870831169188,3151.4,276,45,200,
15,0,2557932.883353,194.83123626559973,3615.5,308,53,200,
14,1,2557933.377813,206.96637686342,4076.7,331,62,200,
10,0,2557932.118854,202.4356359615922,5513.9,461,83,200,
3,0,2557934.532433,196.65888976305723,3934.9,355,61,200,
25,0,2557936.429710,218.68372708559036,4706.6,388,71,200,
13,0,2557936.741874,182.79787292703986,4798.2,402,74,200,
2,1,2557934.793402,209.9435436539352,7213.5,514,112,200,
31,0,2557939.425761,182.68024595454335,4283.2,350,65,200,
8,0,2557940.086771,237.3984707519412,3680.1,364,56,200,
29,1,2557939.930524,231.03640088811517,4294.8,423,65,200,
20,0,2557939.185633,212.66983589157462,5331.1,447,81,200,
27,0,2557941.746784,195.80750726163387,3752.7,389,57,200,
16,0,2557940.370276,194.20021306723356,5509.0,528,86,200,
8,1,2557944.478423,192.37542478367686,2858.7,255,42,200,
25,1,2557944.028514,195.1853223145008,5530.2,473,85,200,
5,1,2557945.191539,242.13463673368096,4596.7,359,70,200,
10,1,2557946.767913,178.95681830123067,4308.9,377,66,200,
7,1,2557946.601401,193.95299907773733,4988.2,410,77,200,
27,1,2557948.339309,240.5589879490435,4484.6,435,69,200,
24,2,2557949.247404,251.53572484850883,4011.1,372,62,200,
0,0,2557950.483851,246.36388337239623,4021.2,365,63,200,
29,2,2557949.729844,209.23402393236756,4831.3,435,76,200,
7,2,2557951.625282,183.25421307235956,4568.0,461,73,200,
17,1,2557952.770449,203.44355702400208,4022.4,398,64,200,
27,2,2557954.353284,207.09108794108033,4160.6,389,61,200,
0,1,2557954.525802,189.93188394233584,4340.4,373,64,200,
21,0,2557954.234395,177.60152788832784,5135.3,426,75,200,
16,1,2557957.601922,222.60913019999862,5773.6,442,80,200,
6,1,2557961.883316,243.26715199276805,3959.1,327,55,200,
11,0,2557961.174138,239.42719493061304,4771.8,361,66,200,
19,0,2557963.928814,239.55776961520314,5182.1,396,73,200,
12,0,2557965.772555,237.53460682928562,3866.9,301,53,200,
10,2,2557965.939641,240.01927580684423,4328.4,373,59,200,
23,2,2557967.650769,293.70159562677145,3619.2,316,49,200,
0,2,2557966.715801,198.34768399596214,4554.4,367,63,200,
31,1,2557967.630641,248.17330902442336,4034.5,374,56,200,
15,1,2557970.035998,230.24151381105185,4049.8,310,56,200,
19,1,2557969.761925,256.3214539550245,5753.3,505,80,200,
5,2,2557972.140555,267.2202871181071,4438.5,360,62,200,
31,2,2557972.231462,243.1753547862172,5159.2,400,72,200,
8,2,2557973.924607,267.1410129405558,3786.3,292,51,200,
30,0,2557974.062460,192.21694115549326,5504.5,478,78,200,
27,3,2557977.306438,275.05047898739576,4237.5,376,59,200,
10,3,2557976.997772,245.62099296599627,5328.0,402,74,200,
12,1,2557980.642174,251.50767713785172,3609.4,363,51,200,
25,2,2557981.891737,233.87346975505352,5254.1,423,80,200,
23,3,2557987.221642,187.3933938331902,3730.4,325,53,200,
14,2,2557987.928806,246.75259599462152,4513.9,387,65,200,
1,0,2557987.995139,239.175524096936,4815.4,399,70,200,
14,3,2557988.883780,194.51701128855348,4215.7,358,61,200,
0,3,2557989.772778,233.6569707840681,3879.3,338,56,200,
3,1,2557989.847495,217.06915087997913,4063.8,347,59,200,
28,0,2557987.799501,189.3246667459607,6411.0,550,94,200,
2,2,2557990.108460,250.9234589524567,5038.0,429,73,200,
4,2,2557992.073075,237.54638386890292,4530.7,405,66,200,
17,2,2557992.795459,241.182504221797,4490.7,403,63,200,
30,1,2557994.676840,229.65092305094004,4710.8,395,61,200,
13,1,2557993.901429,240.83447502925992,6447.4,508,87,200,
30,2,2557994.955565,190.55472686886787,5726.7,504,76,200,
12,2,2557996.604097,295.6355740316212,4819.5,361,59,200,
27,4,2557996.703700,261.568586807698,6088.2,482,77,200,
3,2,2557997.773835,189.24624286592007,5597.2,436,72,200,
26,0,2557997.143183,224.6773699298501,6698.8,460,86,200,
6,2,2557998.893170,285.01095715910196,4949.0,387,63,200,
12,3,2558000.855714,218.40858785435557,4373.6,385,61,200,
8,3,2558001.625326,246.28307111561298,3725.9,300,52,200,
21,1,2557998.956135,292.3470907844603,6582.2,494,90,200,
4,3,2558002.796293,236.1248997040093,2916.4,258,42,200,
6,3,2558000.568877,309.2821938917041,5203.5,416,72,200,
17,3,2558002.174500,219.8836342431605,4357.0,402,65,200,
6,4,2558003.382566,274.28979333490133,3577.5,343,55,200,
0,4,2558003.435719,290.06603406742215,4165.4,397,63,200,
15,2,2558006.910041,214.38245614990592,3769.7,328,57,200,
31,3,2558007.092602,199.37160098925233,3645.6,363,56,200,
25,3,2558007.750118,202.1242748014629,5623.1,451,85,200,
24,3,2558010.555317,182.39778513088822,4026.6,308,57,200,
10,4,2558010.078405,208.54324800893664,4963.0,399,70,200,
29,3,2558010.864250,221.5168601833284,4620.6,380,65,200,
31,4,2558011.200596,229.6318202279508,5052.6,414,73,200,
18,1,2558011.369531,209.50925070792437,5178.0,472,76,200,
3,3,2558011.617179,182.56792007014155,4987.3,445,74,200,
3,4,2558012.482866,237.8578963689506,4942.8,410,73,200,
3,5,2558013.863089,285.1136662065983,4988.0,472,74,200,
30,3,2558013.915305,299.8226401396096,5207.7,452,76,200,
10,5,2558014.615504,245.44655391946435,4859.9,418,73,200,
5,3,2558014.675181,246.29868706688285,5026.3,439,76,200,
4,4,2558016.582644,168.10713103041053,3244.2,278,48,200,
26,1,2558019.837597,206.13941410556436,1812.6,150,26,200,
15,4,2558018.005341,222.61438984423876,4134.9,364,62,200,
15,3,2558017.487390,229.9656057730317,4822.8,377,73,200,
2,3,2558018.871079,250.0529820099473,4291.7,388,66,200,
20,1,2558020.909010,221.2020014412701,4333.8,431,66,200,
4,5,2558025.774665,380.1942360587418,3006.9,265,43,200,
13,2,2558023.638488,214.3316138535738,5197.6,434,76,200,
8,4,2558026.567816,209.9536950699985,2865.5,260,43,200,
20,2,2558024.748046,247.80899472534657,4760.0,419,68,200,
13,3,2558025.861555,350.52973171696067,3705.6,347,54,200,
19,2,2558025.162133,246.45619885995984,4876.8,439,72,200,
6,5,2558025.784401,371.18020094931126,4849.3,412,73,200,
25,4,2558025.021319,220.35774076357484,5855.4,456,88,200,
4,6,2558029.275689,231.07522120699286,2324.0,228,35,200,
23,4,2558031.390439,207.87352044135332,2018.2,214,30,200,
28,1,2558031.727142,190.36373728886247,5346.9,512,85,200,
19,3,2558033.522077,225.203069858253,5186.3,513,82,200,
0,5,2558034.468912,253.36462911218405,4475.4,406,71,200,
19,4,2558035.573715,211.774795781821,6016.5,539,100,200,
