session_id,turn,start,ttft_ms,total_ms,output_chars,output_tokens,status,backend
0,0,330040.276571,266.47095900261775,3320.3,472,32,200,
0,1,330041.682109,269.6723740082234,2992.7,353,29,200,
0,2,330048.355526,232.60375997051597,3609.5,441,36,200,
0,3,330052.820870,230.97703303210437,3432.2,427,33,200,
0,4,330052.973150,309.0325260418467,3375.0,412,31,200,
0,5,330054.298253,288.9948270167224,3803.6,460,37,200,
0,6,330058.418175,232.82009200192988,3557.9,444,35,200,
0,7,330059.664169,269.4126270362176,2991.6,451,29,200,
0,8,330067.959089,237.5859909807332,3397.7,407,33,200,
0,9,330075.074483,238.6394829954952,3166.3,444,31,200,
0,10,330081.066687,255.4761579958722,3226.5,469,31,200,
0,11,330082.695865,318.53595201391727,3400.6,406,32,200,
0,12,330098.466459,280.89141903910786,3344.4,452,31,200,
0,13,330099.005886,313.616233994253,2996.8,413,28,200,
0,14,330099.514981,360.00761395553127,3364.1,419,32,200,
0,15,330104.145332,300.4672499955632,3305.9,425,32,200,
0,16,330110.690523,314.0236220206134,3710.9,452,36,200,
0,18,330129.199829,352.8585609747097,3302.7,477,30,200,
0,17,330128.787673,339.75447301054373,4019.0,498,36,200,
0,19,330138.048148,461.48405404528603,3327.9,431,30,200,
0,21,330142.590777,595.5366680282168,2816.9,431,22,200,
0,20,330142.355240,601.2496700277552,3736.1,436,32,200,
0,22,330150.011343,466.4347800426185,2711.6,436,24,200,
0,23,330159.684932,475.3380100009963,3607.8,507,32,200,
