session_id,turn,start,ttft_ms,total_ms,output_chars,output_tokens,output_chunks,status,backend
22,0,2552696.717239,136.95327565073967,1126.0,342,57,56,200,
2,0,2552697.180328,115.83304638043046,1020.3,312,50,49,200,
7,0,2552697.835992,108.03254460915923,850.6,300,47,46,200,
24,0,2552699.646964,168.22074819356203,1264.9,372,62,61,200,
18,0,2552699.688409,128.11267096549273,1932.2,558,94,93,200,
23,0,2552700.573326,113.95853897556663,1303.1,344,57,56,200,
4,0,2552701.004185,196.2907682172954,1098.0,288,50,49,200,
14,0,2552701.028480,173.44153905287385,1175.8,286,55,54,200,
5,0,2552701.770146,107.24747320637107,607.8,180,31,30,200,
6,0,2552702.737679,85.78620478510857,1353.9,382,61,60,200,
17,0,2552703.690988,119.96131716296077,743.7,240,34,33,200,
29,0,2552702.976894,116.97324691340327,1561.2,470,70,69,200,
22,1,2552703.572815,101.39230592176318,1345.4,373,62,61,200,
23,1,2552703.483476,189.3069762736559,1486.9,402,66,65,200,
4,1,2552704.296305,122.44141800329089,708.5,175,31,30,200,
15,0,2552705.148584,199.53272677958012,739.7,176,29,28,200,
10,0,2552704.766546,116.46743305027485,1596.4,383,68,67,200,
14,1,2552705.396152,108.2303998991847,1157.9,312,54,53,200,
24,1,2552705.238671,110.76558381319046,1593.2,435,75,74,200,
3,0,2552705.973350,121.68982718139887,1114.7,277,51,50,200,
2,1,2552706.105186,109.66587206348777,1083.6,289,49,48,200,
13,0,2552707.080708,109.27677107974887,913.1,296,48,47,200,
25,0,2552706.922807,113.34901908412576,1212.2,335,62,61,200,
31,0,2552708.423050,113.029551692307,958.2,231,39,38,200,
8,0,2552708.753083,128.46363615244627,1088.9,298,50,49,200,
29,1,2552708.675571,204.616273753345,1166.5,315,51,50,200,
20,0,2552708.303414,86.0867127776146,1554.6,379,68,67,200,
27,0,2552709.583803,110.29194574803114,683.9,218,35,34,200,
16,0,2552708.895661,107.25820902734995,1436.0,447,76,75,200,
8,1,2552710.950438,107.86877013742924,819.8,245,38,37,200,
25,1,2552710.725288,89.88871658220887,1096.2,272,52,51,200,
5,1,2552711.307926,115.52557675167918,625.1,191,31,30,200,
7,1,2552712.013493,83.14833883196115,1020.1,275,48,47,200,
10,1,2552712.096759,115.38131209090352,1452.4,421,71,70,200,
27,1,2552712.882904,116.06527306139469,853.9,233,36,35,200,
24,2,2552713.337501,107.01690008863807,1175.6,384,55,54,200,
29,2,2552713.577979,106.96088476106524,1211.9,347,57,56,200,
0,0,2552713.955176,106.48431396111846,903.3,290,43,42,200,
7,2,2552714.527329,106.13546427339315,960.5,300,48,47,200,
17,1,2552715.100535,111.99174309149384,1141.5,269,51,50,200,
27,2,2552715.892643,225.42621986940503,974.3,276,45,44,200,
0,1,2552715.979392,139.819772914052,1059.2,310,54,53,200,
21,0,2552715.833289,200.28304727748036,1488.1,414,74,73,200,
16,1,2552717.517955,83.55465438216925,885.3,313,52,51,200,
11,0,2552719.305371,88.32025667652488,845.0,261,43,42,200,
6,1,2552719.659808,113.87158883735538,1468.6,421,79,78,200,
19,0,2552720.683592,118.13274770975113,508.5,131,24,23,200,
12,0,2552721.606787,85.24632873013616,1213.9,307,55,54,200,
10,2,2552721.690604,117.54320794716477,1461.1,363,71,70,200,
0,2,2552722.079616,107.53823723644018,1089.1,318,54,53,200,
31,1,2552722.537401,117.99842771142721,974.9,296,51,50,200,
23,2,2552722.548009,107.4572573415935,1012.4,332,54,53,200,
19,1,2552723.603623,,86.1,0,1,0,200,
15,1,2552723.741103,84.06005892902613,582.5,172,33,32,200,
5,2,2552724.794401,174.1002220660448,639.2,166,29,28,200,
31,2,2552724.839730,130.19017223268747,863.2,268,45,44,200,
8,2,2552725.686735,197.0272376202047,1126.3,311,56,55,200,
30,0,2552725.756193,129.0043331682682,1465.2,459,81,80,200,
10,3,2552727.223623,,96.3,0,1,0,200,
27,3,2552727.378225,85.2842959575355,962.9,338,57,56,200,
12,1,2552729.047189,87.03920478001237,974.9,296,52,51,200,
25,2,2552729.671713,109.79614593088627,981.2,297,55,54,200,
28,0,2552732.626623,195.0452201999724,883.8,248,38,37,200,
23,3,2552732.337927,90.44996602460742,1206.4,339,55,54,200,
2,2,2552733.784115,,123.6,0,1,0,200,
1,0,2552732.726555,97.01661532744765,1246.9,242,52,51,200,
14,2,2552732.692514,131.1341910623014,1297.2,326,53,52,200,
14,3,2552733.171071,124.64300403371453,1199.4,315,52,51,200,
3,1,2552733.653349,252.30062613263726,991.9,261,45,44,200,
0,3,2552733.615624,203.08497827500105,1062.3,250,48,47,200,
4,2,2552734.766249,86.04833716526628,676.8,196,33,32,200,
17,2,2552735.127599,109.42529328167439,1235.7,323,56,55,200,
13,1,2552735.680686,114.7481370717287,890.7,212,38,37,200,
30,2,2552736.208179,120.07233314216137,1050.6,279,47,46,200,
30,1,2552736.068837,121.54073407873511,1432.4,400,61,60,200,
12,2,2552737.032341,207.9395828768611,1165.9,283,49,48,200,
27,4,2552737.082549,158.97042397409678,1486.0,368,62,61,200,
3,2,2552737.616374,109.56288874149323,1021.1,263,46,45,200,
26,0,2552737.301572,112.03860305249691,1387.9,407,63,62,200,
21,1,2552738.209437,177.86726402118802,720.2,194,33,32,200,
6,2,2552738.177796,208.0637477338314,1762.3,445,77,76,200,
12,3,2552739.159538,119.53136511147022,1175.5,309,50,49,200,
8,3,2552739.544051,115.32748211175203,996.5,230,39,38,200,
6,4,2552740.423300,,202.4,0,1,0,200,
0,4,2552740.449551,,177.0,0,1,0,200,
6,3,2552739.016235,109.04287314042449,1627.4,412,65,64,200,
17,3,2552739.818976,120.99934602156281,1168.4,292,50,49,200,
4,3,2552740.129707,122.16717889532447,1000.6,240,45,44,200,
15,2,2552742.187278,88.50287878885865,789.8,180,34,33,200,
31,3,2552742.278905,111.9601558893919,1092.7,309,54,53,200,
25,3,2552742.607850,108.49386267364025,1001.0,309,54,53,200,
10,4,2552743.772305,84.55583872273564,1618.2,366,67,66,200,
31,4,2552744.335226,212.18240493908525,1156.2,299,49,48,200,
3,3,2552744.544558,114.9892071262002,946.9,269,46,45,200,
29,3,2552744.167203,116.29608739167452,1393.7,328,59,58,200,
24,3,2552744.011971,117.93167795985937,1618.1,437,68,67,200,
10,5,2552746.043699,,208.9,0,1,0,200,
3,4,2552744.977622,122.34106799587607,1375.2,335,57,56,200,
18,1,2552744.421367,128.64356394857168,2192.7,583,96,95,200,
5,3,2552746.073367,180.21941417828202,540.7,126,22,21,200,
3,5,2552745.667387,229.48567755520344,1186.9,282,48,47,200,
30,3,2552745.693692,201.70378731563687,1349.5,370,61,60,200,
4,4,2552747.026769,,113.8,0,1,0,200,
15,4,2552747.739264,,122.6,0,1,0,200,
15,3,2552747.480112,88.02388422191143,884.3,243,42,41,200,
2,3,2552748.171947,107.12518123909831,1215.1,369,59,58,200,
26,1,2552748.655992,112.3710791580379,1091.1,336,54,53,200,
20,1,2552749.192602,107.85046312958002,1184.5,394,67,66,200,
13,2,2552750.557500,,85.6,0,1,0,200,
19,2,2552751.321186,,124.9,0,1,0,200,
4,5,2552751.627454,,194.2,0,1,0,200,
