session_id,turn,start,ttft_ms,total_ms,output_chars,output_tokens,output_chunks,status,backend
22,0,2553180.171119,205.87437972426414,1224.4,271,46,45,200,
14,0,2553181.037412,102.11187275126576,663.4,146,30,29,200,
2,0,2553180.263966,114.3447901122272,1539.6,325,61,60,200,
7,0,2553180.395703,119.16842823848128,1408.2,342,57,56,200,
23,0,2553180.944684,193.69045598432422,977.3,223,36,35,200,
24,0,2553180.758060,113.57910698279738,1470.6,320,57,56,200,
4,0,2553181.031741,107.73631697520614,1315.1,303,52,51,200,
18,0,2553180.766782,104.802749119699,1716.2,363,64,63,200,
5,0,2553181.187102,309.4144547358155,1567.9,269,51,50,200,
23,1,2553181.529892,375.20895758643746,1225.7,205,35,34,200,
6,0,2553181.380573,423.2875509187579,1681.1,318,51,50,200,
29,0,2553181.428726,476.3268078677356,1633.0,294,49,48,200,
22,1,2553181.548316,475.17600981518626,1667.6,306,51,50,200,
4,1,2553181.694023,754.4531179592013,1522.1,188,34,33,200,
24,1,2553181.884375,972.4960988387465,1520.3,167,25,24,200,
15,0,2553181.866271,990.554029121995,1639.4,136,26,25,200,
17,0,2553181.572276,757.6222172938287,2089.3,292,51,50,200,
14,1,2553181.916231,1248.1373995542526,2119.5,189,36,35,200,
10,0,2553181.789014,795.2222130261362,2537.2,435,75,74,200,
2,1,2553182.060171,1259.5454859547317,2368.9,242,46,45,200,
3,0,2553182.033590,1130.8298991061747,2531.5,287,55,54,200,
25,0,2553182.225430,1094.1688348539174,2731.6,366,69,68,200,
20,0,2553182.502235,1090.3964252211154,2556.9,347,62,61,200,
31,0,2553182.526268,1236.1761089414358,2621.0,366,57,56,200,
13,0,2553182.256966,1334.3023941852152,2976.3,379,65,64,200,
29,1,2553182.577657,1560.7605739496648,2811.3,261,46,45,200,
27,0,2553182.760933,1906.0633890330791,3072.6,285,49,48,200,
16,0,2553182.623393,1907.2915217839181,3522.6,386,67,66,200,
8,1,2553183.037868,2195.3326389193535,3211.2,305,45,44,200,
25,1,2553182.990827,2156.1214001849294,3411.9,236,51,50,200,
7,1,2553183.251458,2070.029135327786,3322.3,312,54,53,200,
5,1,2553183.110052,2209.602676797658,3566.4,304,56,55,200,
27,1,2553183.425988,2514.644064940512,3250.6,160,27,26,200,
10,1,2553183.268607,2223.4419509768486,3601.6,332,57,56,200,
8,0,2553182.594332,1834.6005366183817,4395.1,520,94,93,200,
29,2,2553183.565427,2786.388700827956,3990.9,311,51,50,200,
24,2,2553183.516983,2731.9280728697777,4194.8,321,58,57,200,
17,1,2553183.871579,2894.8250538669527,3840.3,250,44,43,200,
7,2,2553183.756940,3008.3980108611286,4197.1,328,55,54,200,
21,0,2553184.018424,2748.116783797741,4038.8,322,56,55,200,
0,1,2553184.049942,3043.85914420709,4144.7,277,49,48,200,
27,2,2553184.030834,2941.9800979085267,4370.2,353,60,59,200,
0,0,2553183.641786,2863.479983061552,4861.3,466,76,75,200,
11,0,2553184.715886,3100.2237941138446,3995.7,191,33,32,200,
6,1,2553184.787743,3028.2976403832436,4096.3,218,39,38,200,
16,1,2553184.358401,3302.1005573682487,4800.6,328,56,55,200,
12,0,2553185.179579,2980.8407737873495,4185.7,253,47,46,200,
31,1,2553185.366548,3224.910448305309,4101.8,208,35,34,200,
23,2,2553185.369010,3446.3646789081395,4292.4,189,34,33,200,
19,0,2553184.994206,3062.869426328689,4822.1,386,63,62,200,
15,1,2553185.609057,3653.1277261674404,4309.6,117,22,21,200,
0,2,2553185.274532,3315.762646961957,4784.4,338,55,54,200,
19,1,2553185.580935,3406.5746259875596,4582.7,238,41,40,200,
10,2,2553185.196285,3102.3360057733953,5157.3,411,72,71,200,
5,2,2553185.820378,3736.6571268066764,5081.3,291,56,55,200,
8,2,2553185.999281,3766.061649657786,5059.0,301,52,51,200,
31,2,2553185.829578,3728.985537774861,5384.5,410,65,64,200,
27,3,2553186.340303,3823.256789240986,4978.7,297,48,47,200,
12,1,2553186.674055,3593.0175366811454,4868.8,336,55,54,200,
30,0,2553186.013790,3992.856733035296,5786.2,429,74,73,200,
23,3,2553187.332990,3674.1344570182264,4568.3,195,32,31,200,
25,2,2553186.799073,3657.617196906358,5206.3,378,63,62,200,
10,3,2553186.309318,3698.304780293256,5797.4,434,78,77,200,
2,2,2553187.625311,,4568.0,0,1,0,200,
28,0,2553187.391524,3771.4337878860533,5043.6,273,43,42,200,
14,2,2553187.404916,3913.9377428218722,5219.6,277,45,44,200,
14,3,2553187.501650,4144.327059853822,5344.6,236,43,42,200,
4,2,2553187.822215,4457.388959359378,5024.1,163,27,26,200,
1,0,2553187.412130,4010.33255411312,5708.3,382,64,63,200,
3,1,2553187.598720,4389.779838267714,5676.4,296,48,47,200,
17,2,2553187.894538,4386.216098908335,5534.9,262,48,47,200,
0,3,2553187.590547,4396.681087091565,6031.8,361,61,60,200,
13,1,2553188.005289,4532.749257050455,5789.0,280,50,49,200,
27,4,2553188.289407,4934.435459785163,5932.7,253,43,42,200,
30,1,2553188.084414,4642.0459328219295,6239.3,426,65,64,200,
12,2,2553188.278871,4669.739423319697,6233.7,349,64,63,200,
26,0,2553188.333610,5044.805478770286,6179.0,290,47,46,200,
3,2,2553188.398053,5139.086694922298,6252.6,269,46,45,200,
30,2,2553188.113776,4834.913112223148,6778.1,426,78,77,200,
6,2,2553188.510299,5215.412594843656,6485.7,301,51,50,200,
21,1,2553188.517513,5379.454353824258,6701.2,276,54,53,200,
17,3,2553188.841984,5773.937816731632,6685.0,233,38,37,200,
15,2,2553189.315949,6005.14509389177,6400.0,108,20,19,200,
4,3,2553188.904243,5850.653359200805,6930.5,240,44,43,200,
6,3,2553188.679731,5728.945249225944,7257.4,316,58,57,200,
8,3,2553188.786902,5829.077077563852,7357.3,317,58,57,200,
6,4,2553188.963140,6032.71773410961,7181.1,263,44,43,200,
0,4,2553188.968488,6130.041451193392,7347.4,262,48,47,200,
31,3,2553189.334757,6295.119136106223,7563.6,302,55,54,200,
12,3,2553188.708884,5700.990259181708,8378.6,634,109,108,200,
24,3,2553189.682556,6341.351414099336,7508.2,305,53,52,200,
25,3,2553189.400604,6417.227612808347,7910.1,315,60,59,200,
10,4,2553189.633999,6388.299620710313,7847.1,335,63,62,200,
31,4,2553189.748197,6498.821615707129,7852.9,331,56,55,200,
29,3,2553189.714106,6532.971031032503,8023.5,338,60,59,200,
18,1,2553189.765382,6653.196836821735,8146.4,354,60,59,200,
3,3,2553189.790107,7211.210696958005,8223.4,190,31,30,200,
3,4,2553189.877748,7312.920339405537,8583.4,277,47,46,200,
15,3,2553190.380735,7719.2139979451895,8080.6,140,23,22,200,
15,4,2553190.432991,7667.875900864601,8130.7,137,24,23,200,
3,5,2553190.015766,7277.108762878925,8684.7,301,51,50,200,
4,4,2553190.288732,7554.379997774959,8652.1,243,45,44,200,
30,3,2553190.021020,7391.1345968954265,9021.9,374,59,58,200,
10,5,2553190.091150,7493.538796901703,9037.7,301,54,53,200,
25,4,2553191.137236,,8077.7,0,1,0,200,
5,3,2553190.097719,7606.2172702513635,9221.0,293,55,54,200,
13,2,2553190.998103,7805.3178819827735,8834.8,260,41,40,200,
2,3,2553190.519752,8043.762891087681,9450.2,304,51,50,200,
6,5,2553191.216478,8204.258156940341,8941.3,217,36,35,200,
26,1,2553190.616779,7946.67334202677,9642.8,317,59,58,200,
20,1,2553190.724560,7941.718447953463,9621.0,341,58,57,200,
4,5,2553191.215256,8086.407573428005,9215.8,246,42,41,200,
19,2,2553191.153316,8147.008494939655,9501.8,317,53,52,200,
20,2,2553191.109527,8019.200012087822,9646.9,299,56,55,200,
23,4,2553191.779995,8650.93923965469,9321.4,198,29,28,200,
28,1,2553191.814232,8702.798005193472,9561.6,234,40,39,200,
8,4,2553191.295359,8776.897872332484,10269.0,322,56,55,200,
19,4,2553192.200532,8643.35375931114,9465.4,211,36,35,200,
19,3,2553191.994601,8523.786814883351,9861.1,291,55,54,200,
13,3,2553191.224457,8711.052053608,10753.8,420,72,71,200,
0,5,2553192.089678,8752.789843827486,10145.6,380,59,58,200,
4,6,2553191.567014,8778.353394940495,10821.6,400,75,74,200,
6,6,2553192.469326,8734.957981389016,10025.0,284,48,47,200,
6,7,2553192.780915,8970.709058921784,10057.2,287,45,44,200,
9,0,2553192.918679,8834.000654052943,10022.4,228,46,45,200,
8,5,2553192.749660,8728.712991345674,10292.1,329,55,54,200,
13,4,2553192.950800,9010.39509801194,10435.8,314,56,55,200,
3,6,2553193.504759,9092.306633014232,10138.4,286,46,45,200,
16,3,2553193.268109,9191.44254596904,10478.5,302,52,51,200,
27,6,2553193.894890,,9954.0,0,1,0,200,
13,5,2553193.078522,9002.253637183458,10940.8,445,74,73,200,
27,5,2553193.515254,9425.487909000367,10777.9,327,52,51,200,
16,4,2553193.795443,9693.406554870307,10600.0,213,34,33,200,
2,4,2553193.692683,9436.429108027369,10821.5,324,54,53,200,
16,2,2553193.195697,9144.405806902796,11420.6,439,81,80,200,
2,6,2553194.246316,,10457.7,0,1,0,200,
28,2,2553193.813610,9932.747571263462,11078.7,217,36,35,200,
23,5,2553194.064510,10330.674884375185,11118.6,163,27,26,200,
8,6,2553193.693373,9434.250977355987,11625.9,461,82,81,200,
7,3,2553193.977301,9973.045692779124,11581.1,364,59,58,200,
15,5,2553195.260956,,10400.2,0,1,0,200,
9,1,2553193.985322,10135.96606720239,11777.5,351,57,56,200,
6,8,2553194.590932,10403.63594237715,11430.9,251,41,40,200,
2,5,2553194.208798,10493.530922569335,11915.7,304,53,52,200,
9,2,2553194.152225,10344.859884120524,12073.5,341,57,56,200,
15,6,2553196.011451,,10301.4,0,1,0,200,
26,2,2553194.634768,10650.626824703068,11778.6,192,34,33,200,
13,6,2553194.475847,10330.837436951697,12041.4,345,57,56,200,
14,4,2553196.287194,,10332.6,0,1,0,200,
11,1,2553195.461365,10301.673142239451,11363.3,192,31,30,200,
26,3,2553195.848875,10462.692589964718,11454.2,220,40,39,200,
2,7,2553196.090929,10409.25641125068,11434.2,280,45,44,200,
6,9,2553196.042585,10456.863311119378,11583.5,260,47,46,200,
1,1,2553195.675623,10191.508170217276,12054.2,428,66,65,200,
29,4,2553196.310033,10411.492538172752,11541.0,258,46,45,200,
9,3,2553195.000167,10421.151052694768,13054.0,470,91,90,200,
14,5,2553196.354137,10571.69583812356,11700.4,280,47,46,200,
21,2,2553195.695861,10428.288193885237,12461.9,348,68,67,200,
12,4,2553196.379897,11024.90813890472,12017.0,211,35,34,200,
17,4,2553196.432689,11278.956264723092,12238.1,242,38,37,200,
17,5,2553196.633691,11078.949932008982,12311.5,299,49,48,200,
21,3,2553196.792427,11141.513301990926,12409.6,277,55,54,200,
16,6,2553197.303984,10955.045415088534,12000.3,282,46,45,200,
7,4,2553197.073395,11084.48829781264,12418.9,337,55,54,200,
25,5,2553196.677667,11172.95955400914,12917.7,340,68,67,200,
16,5,2553197.284054,10873.878140002489,12312.1,337,57,56,200,
27,7,2553197.308566,11190.839257091284,12408.7,287,48,47,200,
20,3,2553197.351741,11421.552457846701,12827.9,334,59,58,200,
7,5,2553197.409552,11637.381615117192,12942.5,302,53,52,200,
12,5,2553197.458600,11845.102509949356,13204.3,321,56,55,200,
27,8,2553197.488338,12107.15861711651,13280.2,289,48,47,200,
4,7,2553197.534231,12165.535720065236,13379.7,306,51,50,200,
21,4,2553197.831885,11867.96487076208,13305.6,319,60,59,200,
7,6,2553197.930986,11887.967463117093,13346.6,353,61,60,200,
12,6,2553197.488596,11917.264496907592,13979.6,482,80,79,200,
0,6,2553198.573861,,13005.3,0,1,0,200,
26,4,2553198.131627,12325.789004098624,13707.4,319,52,51,200,
12,7,2553198.253082,12608.469401020557,13692.8,228,38,37,200,
