session_id,turn,start,ttft_ms,total_ms,output_chars,output_tokens,status,backend
0,0,334194.118076,229.60389096988365,6392.9,452,72,200,
0,1,334195.522857,226.49546497268602,6877.0,450,78,200,
0,2,334202.191303,290.23857798893005,7144.4,460,75,200,
0,3,334206.656332,336.4363999571651,6134.8,361,65,200,
0,4,334206.808679,277.7349970419891,6397.8,404,69,200,
0,5,334208.133501,281.1221100273542,7361.8,478,82,200,
0,6,334212.253294,286.8632629979402,6397.7,466,73,200,
0,7,334213.499242,240.14768900815398,5634.3,418,65,200,
0,8,334221.791280,210.61020001070574,6404.2,458,77,200,
0,9,334228.903207,210.72303800610825,6784.1,465,81,200,
0,10,334234.893162,290.4546100180596,6370.6,382,69,200,
0,11,334236.521574,292.6254289923236,7104.7,476,79,200,
0,12,334252.288239,226.90589795820415,6367.7,378,71,200,
0,13,334252.827705,300.27970601804554,6593.2,440,73,200,
0,14,334253.336827,250.93475001631305,7841.7,527,89,200,
0,15,334257.965588,265.0914179976098,5605.3,411,64,200,
0,16,334264.509282,358.35064901039004,6592.5,468,77,200,
0,17,334282.599980,215.67204996244982,5992.2,403,67,200,
0,18,334283.011176,242.0418150140904,7515.3,475,83,200,
0,19,334291.855762,256.31144997896627,8010.7,475,83,200,
0,21,334296.398712,252.62951903278008,7542.4,464,76,200,
0,20,334296.162862,261.92528399406,8297.9,475,83,200,
0,22,334303.814645,346.23060998274013,6733.0,369,69,200,
0,23,334313.485572,226.9387259730138,6470.9,450,75,200,
0,24,334315.877602,233.39084099279717,7154.5,489,84,200,
