session_id,turn,start,ttft_ms,total_ms,output_chars,output_tokens,status,backend
0,0,333955.846103,230.52501602796838,4658.8,350,54,200,
0,1,333957.251047,278.13168900320306,5462.6,395,63,200,
0,2,333963.921033,210.94687201548368,4838.3,347,56,200,
0,3,333968.385780,249.1786009632051,6415.5,445,72,200,
0,4,333968.537635,304.5967959915288,6264.1,402,70,200,
0,5,333969.862823,281.6644580452703,5806.7,397,65,200,
0,6,333973.982430,234.23416900914162,5780.9,390,66,200,
0,7,333975.228759,272.5819909828715,5016.3,364,57,200,
0,8,333983.522412,212.28909405181184,4809.6,364,57,200,
0,9,333990.636358,212.0940829627216,4780.1,364,57,200,
0,10,333996.627801,212.74444297887385,5010.8,364,57,200,
0,11,333998.256222,248.62030800431967,6045.6,402,70,200,
0,14,334015.069520,271.45513897994533,4124.1,287,46,200,
0,12,334014.020181,327.59239798178896,5955.0,390,66,200,
0,13,334014.560662,231.07433499535546,5834.0,390,66,200,
0,15,334019.698598,275.64063301542774,4324.1,287,46,200,
0,16,334026.242433,251.75172899616882,5539.0,364,57,200,
0,17,334044.336429,255.86032797582448,5387.2,364,57,200,
0,18,334044.747428,244.87560201669112,6432.3,402,70,200,
0,19,334053.593275,248.00598103320226,4104.9,287,46,200,
0,20,334057.900403,245.16411201329902,5849.6,395,63,200,
0,21,334058.135584,320.4460080014542,6107.3,390,66,200,
0,22,334065.552295,236.22590897139162,6940.4,476,78,200,
0,23,334075.221471,236.0955240437761,4260.5,287,46,200,
