session_id,turn,start,ttft_ms,total_ms,output_chars,output_tokens,status,backend
2,0,334861.070247,214.10317398840562,4471.1,268,51,200,
22,0,334860.144186,221.93619899917394,6881.9,468,79,200,
7,0,334862.378850,258.2669630064629,6021.6,452,68,200,
24,0,334865.995740,277.03240397386253,5772.9,363,64,200,
18,0,334866.078823,277.68099203240126,7437.9,498,83,200,
4,0,334868.709567,258.3326009917073,4888.9,303,54,200,
14,0,334868.757183,293.7581639853306,6449.3,449,71,200,
23,0,334867.848085,215.72180901421234,7646.4,497,85,200,
5,0,334870.240578,263.1427750457078,5254.3,324,57,200,
29,0,334872.652804,272.9111379594542,5588.2,387,60,200,
6,0,334872.174216,296.87944997567683,6233.4,435,67,200,
22,1,334873.841476,244.3028119741939,5017.7,342,54,200,
23,1,334873.663590,218.24621496489272,6655.6,475,73,200,
4,1,334875.288215,286.3026039558463,5196.6,354,56,200,
17,0,334874.077251,293.2841069996357,7320.1,477,80,200,
15,0,334876.993125,254.6315000508912,5394.5,337,59,200,
24,1,334877.171990,279.4173620059155,5300.9,362,58,200,
2,1,334878.902219,242.86264402326196,3985.5,240,44,200,
3,0,334878.641849,299.4228240568191,5320.1,332,58,200,
14,1,334877.486952,253.20654502138495,6643.4,400,74,200,
10,0,334876.228204,222.98924898495898,7902.6,475,88,200,
25,0,334880.538890,229.57431199029088,6343.9,408,69,200,
13,0,334880.851758,286.5154200117104,7283.7,475,80,200,
29,1,334884.039145,327.4829509900883,5622.4,296,60,200,
20,0,334883.295494,291.00190300960094,6532.8,437,70,200,
31,0,334883.535021,256.07966003008187,7043.4,461,77,200,
16,0,334884.477836,259.0306320344098,7257.7,491,80,200,
8,0,334884.194129,256.47425901843235,7787.8,527,86,200,
27,0,334885.852976,230.81619496224448,6380.2,479,71,200,
5,1,334889.299765,276.7956820316613,4872.2,275,53,200,
25,1,334888.135570,283.2038000342436,6119.0,396,67,200,
8,1,334888.586501,285.1236240239814,6533.7,408,72,200,
7,1,334890.711134,232.8118919976987,7226.3,504,81,200,
10,1,334890.877905,269.9131749686785,7389.7,496,83,200,
27,1,334892.449176,234.3107369961217,6425.2,464,71,200,
29,2,334893.839687,247.66458699014038,5286.2,370,58,200,
24,2,334893.358199,276.38095297152176,5931.0,386,65,200,
7,2,334895.734473,249.552582972683,4219.5,285,46,200,
0,0,334894.593078,275.870771962218,6110.4,430,68,200,
0,1,334898.635698,237.61972301872447,4000.9,285,45,200,
17,1,334896.879551,224.43042899249122,7736.0,536,89,200,
27,2,334898.462512,326.03458099765703,7433.0,528,85,200,
21,0,334898.343731,327.13282899931073,8077.1,486,92,200,
16,1,334901.712907,257.0866220048629,4955.3,352,56,200,
19,0,334908.040888,228.43046596972272,2376.2,142,25,200,
11,0,334905.286525,268.62091798102483,6411.2,425,72,200,
6,1,334905.995851,258.59998899977654,6652.0,482,75,200,
0,2,334910.827611,284.292335039936,4806.5,298,53,200,
19,1,334913.872962,222.37768705235794,2008.6,134,21,200,
12,0,334909.885228,244.12166303955019,6910.3,454,77,200,
10,2,334910.052091,280.5299820029177,8473.8,482,95,200,
31,1,334911.741645,239.3326890305616,7199.3,488,81,200,
23,2,334911.762101,218.31061999546364,7434.9,472,84,200,
15,1,334914.147702,235.67627399461344,5870.6,356,66,200,
5,2,334916.252310,280.9713599854149,4509.2,273,50,200,
30,0,334918.174440,266.2736859638244,3002.0,182,33,200,
8,2,334918.035982,321.4149799896404,5862.5,416,66,200,
31,2,334916.342318,274.69655097229406,7636.6,490,87,200,
27,3,334921.419234,246.14410899812356,6731.4,510,77,200,
10,3,334921.110695,267.96794397523627,7456.7,470,85,200,
